orderid,order_date,ship_date,customer,manufactory,product_name,segment,category,subcategory,region,zip,city,state,country
US-2020-117016-150,3/4/2019,3/9/2019,Sanjit Chand,BIC,"BIC Brite Liner Highlighters, Chisel Tip",Consumer,Office Supplies,Art,S,33063,margate,state of florida,United States
US-2020-169061-151,3/5/2019,3/8/2019,Aimee Bixby,Newell,Newell 345,Consumer,Office Supplies,Art,E,10701,yonkers,state of new york,United States
US-2020-169061-152,3/5/2019,3/8/2019,Aimee Bixby,GBC,GBC Wire Binding Combs,Consumer,Office Supplies,Binders,E,10701,yonkers,state of new york,United States
US-2020-169061-153,3/5/2019,3/8/2019,Aimee Bixby,Xerox,Xerox 1891,Consumer,Office Supplies,Paper,E,10701,yonkers,state of new york,United States
US-2020-169061-154,3/5/2019,3/8/2019,Aimee Bixby,Acme,Acme Forged Steel Scissors with Black Enamel Handles,Consumer,Office Supplies,Supplies,E,10701,yonkers,state of new york,United States
US-2020-169061-155,3/5/2019,3/8/2019,Aimee Bixby,Logitech,Logitech Wireless Gaming Headset G930,Consumer,Technology,Accessories,E,10701,yonkers,state of new york,United States
US-2020-104563-156,3/7/2019,3/12/2019,Craig Molinari,Office Star,Office Star - Task Chair with Contemporary Loop Arms,Corporate,Furniture,Chairs,W,98103,seattle,state of washington,United States
US-2020-104563-157,3/7/2019,3/12/2019,Craig Molinari,Global,"Global Leather and Oak Executive Chair, Black",Corporate,Furniture,Chairs,W,98103,seattle,state of washington,United States
US-2020-104563-158,3/7/2019,3/12/2019,Craig Molinari,Newell,Newell Chalk Holder,Corporate,Office Supplies,Art,W,98103,seattle,state of washington,United States
US-2020-104563-159,3/7/2019,3/12/2019,Craig Molinari,Other,"Contico 72""H Heavy-Duty Storage System",Corporate,Office Supplies,Storage,W,98103,seattle,state of washington,United States
US-2020-131982-160,3/7/2019,3/11/2019,Nora Pelletier,Other,Catalog Binders with Expanding Posts,Home Office,Office Supplies,Binders,W,98198,des moines,state of washington,United States
US-2020-156587-161,3/7/2019,3/8/2019,Aaron Bergman,Global,"Global Push Button Manager's Chair, Indigo",Consumer,Furniture,Chairs,W,98103,seattle,state of washington,United States
US-2020-156587-162,3/7/2019,3/8/2019,Aaron Bergman,Newell,Newell 330,Consumer,Office Supplies,Art,W,98103,seattle,state of washington,United States
US-2020-156587-163,3/7/2019,3/8/2019,Aaron Bergman,Carina,"Carina 42""Hx23 3/4""W Media Storage Unit",Consumer,Office Supplies,Storage,W,98103,seattle,state of washington,United States
US-2020-100279-164,3/10/2019,3/14/2019,Scott Williamson,Other,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Consumer,Office Supplies,Paper,C,48073,royal oak,state of michigan,United States
US-2020-140116-165,3/10/2019,3/17/2019,Kean Thornton,Boston,"BOSTON Ranger #55 Pencil Sharpener, Black",Consumer,Office Supplies,Art,W,80219,denver,state of colorado,United States
US-2020-140116-166,3/10/2019,3/17/2019,Kean Thornton,Tennsco,Tennsco 6- and 18-Compartment Lockers,Consumer,Office Supplies,Storage,W,80219,denver,state of colorado,United States
US-2020-103338-167,3/11/2019,3/15/2019,Richard Bierner,Other,Economy #2 Pencils,Consumer,Office Supplies,Art,W,95661,roseville,state of california,United States
US-2020-114790-168,3/11/2019,3/13/2019,Filia McAdams,Fellowes,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Corporate,Office Supplies,Appliances,S,40475,richmond,state of kentucky,United States
US-2020-114790-169,3/11/2019,3/13/2019,Filia McAdams,Xerox,Xerox 198,Corporate,Office Supplies,Paper,S,40475,richmond,state of kentucky,United States
US-2020-114790-170,3/11/2019,3/13/2019,Filia McAdams,Maxell,Maxell DVD-RAM Discs,Corporate,Technology,Accessories,S,40475,richmond,state of kentucky,United States
US-2020-114790-171,3/11/2019,3/13/2019,Filia McAdams,Panasonic,Panasonic KX-TG9471B,Corporate,Technology,Phones,S,40475,richmond,state of kentucky,United States
US-2020-158337-172,3/11/2019,3/14/2019,Kelly Andreada,Southworth,"Southworth 100% Résumé Paper, 24lb.",Consumer,Office Supplies,Paper,E,10024,new york city,state of new york,United States
US-2020-166884-173,3/11/2019,3/16/2019,Chloris Kastensmidt,Eldon,Eldon Wave Desk Accessories,Consumer,Furniture,Furnishings,E,43229,columbus,state of ohio,United States
US-2020-166884-174,3/11/2019,3/16/2019,Chloris Kastensmidt,Stockwell,Stockwell Push Pins,Consumer,Office Supplies,Fasteners,E,43229,columbus,state of ohio,United States
US-2020-100293-175,3/14/2019,3/18/2019,Neil Französisch,Xerox,Xerox 1887,Home Office,Office Supplies,Paper,S,32216,jacksonville,state of florida,United States
US-2020-114510-176,3/14/2019,3/19/2019,Jason Fortune-,GBC,GBC Wire Binding Combs,Consumer,Office Supplies,Binders,W,84321,logan,state of utah,United States
US-2020-114510-177,3/14/2019,3/19/2019,Jason Fortune-,Other,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",Consumer,Office Supplies,Binders,W,84321,logan,state of utah,United States
US-2020-114510-178,3/14/2019,3/19/2019,Jason Fortune-,Carina,Carina Double Wide Media Storage Towers in Natural & Black,Consumer,Office Supplies,Storage,W,84321,logan,state of utah,United States
US-2020-114510-179,3/14/2019,3/19/2019,Jason Fortune-,Staple magnet,Staple magnet,Consumer,Office Supplies,Storage,W,84321,logan,state of utah,United States
US-2020-114510-180,3/14/2019,3/19/2019,Jason Fortune-,Imation,Imation 30456 USB Flash Drive 8GB,Consumer,Technology,Accessories,W,84321,logan,state of utah,United States
US-2020-125521-181,3/14/2019,3/19/2019,Christine Kargatis,Global,Global Commerce Series High-Back Swivel/Tilt Chairs,Home Office,Furniture,Chairs,S,23320,chesapeake,state of virginia,United States
US-2020-152618-182,3/14/2019,3/17/2019,Rick Bensley,Xerox,Xerox 1963,Home Office,Office Supplies,Paper,C,60653,chicago,state of illinois,United States
US-2020-152618-183,3/14/2019,3/17/2019,Rick Bensley,Hewlett-Packard,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,Home Office,Technology,Machines,C,60653,chicago,state of illinois,United States
US-2020-157623-184,3/14/2019,3/18/2019,Dean Katz,Avery,Avery Hi-Liter Fluorescent Desk Style Markers,Corporate,Office Supplies,Art,W,92646,huntington beach,state of california,United States
US-2020-157623-185,3/14/2019,3/18/2019,Dean Katz,Xerox,Xerox 1972,Corporate,Office Supplies,Paper,W,92646,huntington beach,state of california,United States
US-2020-149958-186,3/15/2019,3/19/2019,Alan Shonely,Eldon,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Consumer,Furniture,Furnishings,S,33614,tampa,state of florida,United States
US-2020-149958-187,3/15/2019,3/19/2019,Alan Shonely,Other,Insertable Tab Post Binder Dividers,Consumer,Office Supplies,Binders,S,33614,tampa,state of florida,United States
US-2020-149958-188,3/15/2019,3/19/2019,Alan Shonely,GBC,GBC VeloBinder Manual Binding System,Consumer,Office Supplies,Binders,S,33614,tampa,state of florida,United States
US-2020-149958-189,3/15/2019,3/19/2019,Alan Shonely,Xerox,Xerox 1889,Consumer,Office Supplies,Paper,S,33614,tampa,state of florida,United States
US-2020-149958-190,3/15/2019,3/19/2019,Alan Shonely,Other,"Hot File 7-Pocket, Floor Stand",Consumer,Office Supplies,Storage,S,33614,tampa,state of florida,United States
US-2020-157609-191,3/16/2019,3/21/2019,Kristina Nunn,Polycom,Polycom VoiceStation 500 Conference phone,Home Office,Technology,Phones,S,27604,raleigh,state of north carolina,United States
US-2020-118339-192,3/17/2019,3/24/2019,Bradley Nguyen,Bionaire,Bionaire Personal Warm Mist Humidifier/Vaporizer,Consumer,Office Supplies,Appliances,C,55044,lakeville,state of minnesota,United States
US-2020-118339-193,3/17/2019,3/24/2019,Bradley Nguyen,Newell,Newell 35,Consumer,Office Supplies,Art,C,55044,lakeville,state of minnesota,United States
US-2020-118339-194,3/17/2019,3/24/2019,Bradley Nguyen,Avery,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,Consumer,Office Supplies,Binders,C,55044,lakeville,state of minnesota,United States
US-2020-118339-195,3/17/2019,3/24/2019,Bradley Nguyen,Wilson Jones,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Consumer,Office Supplies,Binders,C,55044,lakeville,state of minnesota,United States
US-2020-118339-196,3/17/2019,3/24/2019,Bradley Nguyen,Other,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",Consumer,Office Supplies,Paper,C,55044,lakeville,state of minnesota,United States
US-2020-127859-197,3/17/2019,3/20/2019,Quincy Jones,Xerox,Xerox 1909,Corporate,Office Supplies,Paper,E,19134,philadelphia,state of pennsylvania,United States
US-2020-148838-198,3/17/2019,3/21/2019,Christine Phan,Balt,Balt Solid Wood Round Tables,Corporate,Furniture,Tables,E,10024,new york city,state of new york,United States
US-2020-148838-199,3/17/2019,3/21/2019,Christine Phan,Bretford,Bretford Rectangular Conference Table Tops,Corporate,Furniture,Tables,E,10024,new york city,state of new york,United States
US-2020-148838-200,3/17/2019,3/21/2019,Christine Phan,Hon,"Hon 30"" x 60"" Table with Locking Drawer",Corporate,Furniture,Tables,E,10024,new york city,state of new york,United States
US-2020-148838-201,3/17/2019,3/21/2019,Christine Phan,Xerox,Xerox 1918,Corporate,Office Supplies,Paper,E,10024,new york city,state of new york,United States
US-2020-148838-202,3/17/2019,3/21/2019,Christine Phan,Xerox,Xerox 1926,Corporate,Office Supplies,Paper,E,10024,new york city,state of new york,United States
US-2020-158442-203,3/17/2019,3/17/2019,Annie Zypern,Newell,Newell 333,Consumer,Office Supplies,Art,C,75217,dallas,state of texas,United States
US-2020-158442-204,3/17/2019,3/17/2019,Annie Zypern,Xerox,Xerox 1966,Consumer,Office Supplies,Paper,C,75217,dallas,state of texas,United States
US-2020-158442-205,3/17/2019,3/17/2019,Annie Zypern,Xerox,Xerox 1967,Consumer,Office Supplies,Paper,C,75217,dallas,state of texas,United States
US-2020-164763-206,3/17/2019,3/21/2019,Mark Haberlin,Belkin,Belkin 6 Outlet Metallic Surge Strip,Corporate,Office Supplies,Appliances,S,39212,jackson,state of mississippi,United States
US-2020-164763-207,3/17/2019,3/21/2019,Mark Haberlin,GBC,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Corporate,Office Supplies,Binders,S,39212,jackson,state of mississippi,United States
US-2020-164763-208,3/17/2019,3/21/2019,Mark Haberlin,Acco,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Corporate,Office Supplies,Binders,S,39212,jackson,state of mississippi,United States
US-2020-164763-209,3/17/2019,3/21/2019,Mark Haberlin,Other,EcoTones Memo Sheets,Corporate,Office Supplies,Paper,S,39212,jackson,state of mississippi,United States
US-2020-164763-210,3/17/2019,3/21/2019,Mark Haberlin,Xerox,Xerox 1957,Corporate,Office Supplies,Paper,S,39212,jackson,state of mississippi,United States
US-2020-111871-211,3/18/2019,3/21/2019,Eileen Kiefer,Bush,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Home Office,Furniture,Bookcases,W,94110,san francisco,state of california,United States
US-2020-131275-212,3/18/2019,3/24/2019,Sample Company A,Eldon,Eldon Cleatmat Chair Mats for Medium Pile Carpets,Home Office,Furniture,Furnishings,W,91505,burbank,state of california,United States
US-2020-131275-213,3/18/2019,3/24/2019,Sample Company A,Tennsco,Tennsco 6- and 18-Compartment Lockers,Home Office,Office Supplies,Storage,W,91505,burbank,state of california,United States
US-2020-131275-214,3/18/2019,3/24/2019,Sample Company A,Other,Swingline SM12-08 MicroCut Jam Free Shredder,Home Office,Technology,Machines,W,91505,burbank,state of california,United States
US-2020-145317-215,3/18/2019,3/23/2019,Sean Miller,Dana,"Dana Fluorescent Magnifying Lamp, White, 36""",Home Office,Furniture,Furnishings,S,32216,jacksonville,state of florida,United States
US-2020-145317-216,3/18/2019,3/23/2019,Sean Miller,Executive Impressions,"Executive Impressions 13"" Clairmont Wall Clock",Home Office,Furniture,Furnishings,S,32216,jacksonville,state of florida,United States
US-2020-145317-217,3/18/2019,3/23/2019,Sean Miller,Avery,Avery Fluorescent Highlighter Four-Color Set,Home Office,Office Supplies,Art,S,32216,jacksonville,state of florida,United States
US-2020-145317-218,3/18/2019,3/23/2019,Sean Miller,Other,Staples,Home Office,Office Supplies,Fasteners,S,32216,jacksonville,state of florida,United States
US-2020-145317-219,3/18/2019,3/23/2019,Sean Miller,Xerox,Xerox 195,Home Office,Office Supplies,Paper,S,32216,jacksonville,state of florida,United States
US-2020-145317-220,3/18/2019,3/23/2019,Sean Miller,Cisco,Cisco TelePresence System EX90 Videoconferencing Unit,Home Office,Technology,Machines,S,32216,jacksonville,state of florida,United States
US-2020-145317-221,3/18/2019,3/23/2019,Sean Miller,Hewlett-Packard,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,Home Office,Technology,Machines,S,32216,jacksonville,state of florida,United States
US-2020-103989-222,3/19/2019,3/21/2019,Matt Connell,Other,Document Clip Frames,Corporate,Furniture,Furnishings,S,33801,lakeland,state of florida,United States
US-2020-103989-223,3/19/2019,3/21/2019,Matt Connell,Eldon,Eldon Wave Desk Accessories,Corporate,Furniture,Furnishings,S,33801,lakeland,state of florida,United States
US-2020-103989-224,3/19/2019,3/21/2019,Matt Connell,Avery,"Avery Flip-Chart Easel Binder, Black",Corporate,Office Supplies,Binders,S,33801,lakeland,state of florida,United States
US-2020-103989-225,3/19/2019,3/21/2019,Matt Connell,Avery,Avery 501,Corporate,Office Supplies,Labels,S,33801,lakeland,state of florida,United States
US-2020-103989-226,3/19/2019,3/21/2019,Matt Connell,Other,Crate-A-Files,Corporate,Office Supplies,Storage,S,33801,lakeland,state of florida,United States
US-2020-103989-227,3/19/2019,3/21/2019,Matt Connell,Logitech,"Logitech Wireless Boombox Speaker - portable - wireless, wired",Corporate,Technology,Accessories,S,33801,lakeland,state of florida,United States
US-2020-103989-228,3/19/2019,3/21/2019,Matt Connell,Cisco,Cisco 8x8 Inc. 6753i IP Business Phone System,Corporate,Technology,Phones,S,33801,lakeland,state of florida,United States
US-2020-107405-229,3/21/2019,3/25/2019,Thomas Seio,Tennsco,Tennsco Commercial Shelving,Corporate,Office Supplies,Storage,S,28806,asheville,state of north carolina,United States
US-2020-140004-230,3/21/2019,3/25/2019,Cassandra Brandow,Binney & Smith,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Consumer,Office Supplies,Art,E,45011,hamilton,state of ohio,United States
US-2020-140004-231,3/21/2019,3/25/2019,Cassandra Brandow,Binney & Smith,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Consumer,Office Supplies,Art,E,45011,hamilton,state of ohio,United States
US-2020-155544-232,3/21/2019,3/25/2019,Gary McGarr,Global,Global Highback Leather Tilter in Burgundy,Consumer,Furniture,Chairs,S,37918,knoxville,state of tennessee,United States
US-2020-155544-233,3/21/2019,3/25/2019,Gary McGarr,DAX,DAX Wood Document Frame,Consumer,Furniture,Furnishings,S,37918,knoxville,state of tennessee,United States
US-2020-155544-234,3/21/2019,3/25/2019,Gary McGarr,Avery,Avery 505,Consumer,Office Supplies,Labels,S,37918,knoxville,state of tennessee,United States
US-2020-163223-235,3/21/2019,3/25/2019,Kristen Hastings,Other,American Pencil,Corporate,Office Supplies,Art,S,22153,springfield,state of virginia,United States
US-2020-163223-236,3/21/2019,3/25/2019,Kristen Hastings,Wilson Jones,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Corporate,Office Supplies,Binders,S,22153,springfield,state of virginia,United States
US-2020-163223-237,3/21/2019,3/25/2019,Kristen Hastings,Avery,Avery 492,Corporate,Office Supplies,Labels,S,22153,springfield,state of virginia,United States
US-2020-163223-238,3/21/2019,3/25/2019,Kristen Hastings,Xerox,Xerox 1919,Corporate,Office Supplies,Paper,S,22153,springfield,state of virginia,United States
US-2020-163223-239,3/21/2019,3/25/2019,Kristen Hastings,Samsung,Samsung Galaxy S4 Active,Corporate,Technology,Phones,S,22153,springfield,state of virginia,United States
US-2020-129609-240,3/22/2019,3/22/2019,Vivian Mathis,Avery,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Consumer,Office Supplies,Art,C,46368,portage,state of indiana,United States
US-2020-148040-241,3/22/2019,3/26/2019,Beth Fritzler,Office Star,Office Star - Mesh Screen back chair with Vinyl seat,Corporate,Furniture,Chairs,W,85705,tucson,state of arizona,United States
US-2020-148040-242,3/22/2019,3/26/2019,Beth Fritzler,Xerox,Xerox 1951,Corporate,Office Supplies,Paper,W,85705,tucson,state of arizona,United States
US-2020-158057-243,3/22/2019,3/26/2019,Craig Carroll,GBC,GBC Prestige Therm-A-Bind Covers,Consumer,Office Supplies,Binders,S,27405,greensboro,state of north carolina,United States
US-2020-158057-244,3/22/2019,3/26/2019,Craig Carroll,C-Line,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Consumer,Office Supplies,Binders,S,27405,greensboro,state of north carolina,United States
US-2020-120838-245,3/23/2019,3/26/2019,Patrick O'Donnell,Other,Economy Rollaway Files,Consumer,Office Supplies,Storage,W,90036,los angeles,state of california,United States
US-2020-120838-246,3/23/2019,3/26/2019,Patrick O'Donnell,Other,Ooma Telo VoIP Home Phone System,Consumer,Technology,Phones,W,90036,los angeles,state of california,United States
US-2020-164749-247,3/23/2019,3/26/2019,Bruce Geld,Avery,Avery 476,Consumer,Office Supplies,Labels,S,33445,delray beach,state of florida,United States
US-2020-143637-248,3/24/2019,3/29/2019,Maurice Satty,DAX,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Consumer,Furniture,Furnishings,W,93727,fresno,state of california,United States
